주택유형,점유형태,주택나이,이사계획,공공임대주택입주의향,월평균가구소득,생활비,총자산,총부채,최종학력,주거지원1,주거지원2
2,3,9,3,1,60,60,100,0,3,2,1
4,3,3,2,1,300,200,5900,0,4,6,2
5,3,7,3,1,190,110,2900,0,4,2,5
2,2,2,2,2,350,300,21000,3000,5,3,10
2,3,2,2,1,250,200,5000,0,4,5,6
3,3,8,2,1,150,70,8000,0,2,3,6
4,1,7,2,2,510,150,8500,4000,4,3,10
4,1,6,2,2,310,200,20800,7500,3,3,2
4,3,4,3,1,200,150,9999999,0,3,2,3
4,3,9,1,1,110,110,880,0,3,6,2
4,3,9,2,1,40,40,900,0,3,6,2
2,2,9,1,2,517,200,20100,8000,4,3,7
2,2,7,3,1,170,100,2000,0,4,6,8
2,3,3,2,1,250,120,5000,4000,2,5,6
2,3,2,2,2,500,300,1500,0,4,2,1
4,3,3,1,1,350,150,3250,2000,3,6,2
2,2,4,1,1,100,40,7700,9999999,3,2,5
2,2,3,1,1,250,180,8000,0,4,2,5
2,3,5,1,1,300,150,200,0,4,5,6
2,3,8,2,1,350,200,450,0,3,1,2
2,3,3,2,1,200,150,300,0,3,6,7
2,3,9,2,1,52,52,250,0,2,1,2
2,3,9,2,1,60,60,200,0,3,1,2
2,3,3,1,1,300,250,4500,0,3,2,3
2,3,4,1,1,170,90,1000,0,3,2,6
2,3,6,2,1,400,200,400,2000,4,6,5
4,2,6,1,1,420,250,121500,0,5,3,7
4,2,4,2,1,250,120,9999999,0,4,5,6
4,3,7,2,2,62,58,470,0,2,1,7
4,3,2,2,2,230,170,4300,0,4,2,3
4,3,2,2,1,350,150,8000,0,4,2,3
2,3,4,2,1,180,100,4800,3500,4,2,6
5,7,6,1,2,405,250,4000,0,3,2,3
2,2,3,3,1,200,100,10000,9999999,3,2,6
2,3,9,3,2,70,70,200,0,3,1,2
2,3,9,2,1,150,150,8500,7300,4,2,6
4,7,7,3,2,452,250,12000,0,5,3,10
8,2,3,2,2,250,100,8000,5600,4,2,7
2,2,2,2,2,250,150,14000,10000,4,2,8
2,2,3,2,1,230,150,3500,2800,4,2,10
2,3,2,2,1,250,200,3000,0,4,2,1
2,3,4,2,1,40,40,500,0,4,8,6
4,2,7,2,1,230,100,10000,7000,4,2,10
4,2,7,2,1,150,150,11000,4000,4,2,6
2,2,9,3,1,100,70,7000,0,3,6,7
2,2,3,2,1,300,200,7500,0,4,3,6
2,3,7,1,1,300,100,1100,0,5,2,8
2,3,4,2,1,200,100,1500,0,4,5,6
2,3,9,2,1,100,100,200,0,3,2,3
2,3,3,3,1,300,200,500,100,4,5,6
2,3,2,2,1,130,100,9999999,0,3,6,7
2,3,2,2,1,250,150,250,0,3,5,6
4,3,3,2,1,180,50,1300,0,4,1,2
2,2,6,3,1,130,70,9999999,0,3,6,7
2,7,3,2,1,70,70,0,0,3,6,2
4,3,4,2,1,250,150,9999999,0,4,5,6
4,3,3,2,1,45,30,3000,0,1,6,5
2,3,4,2,1,130,90,100,0,4,8,6
4,2,9,2,1,270,270,1950,0,4,5,2
4,3,3,2,1,328,180,6200,0,4,2,3
4,3,2,2,1,450,120,500,0,5,6,7
1,1,9,2,1,45,45,10000,0,3,3,4
1,3,9,2,1,30,30,1000,75000,3,3,4
2,2,9,2,1,250,100,4500,0,4,5,3
2,2,9,2,1,50,50,5100,4900,3,2,8
2,2,7,2,2,250,100,10500,0,3,2,3
2,2,2,1,2,500,300,25000,10000,4,3,10
2,3,3,3,1,230,130,200,0,3,2,6
2,3,3,2,1,400,100,200,0,3,2,6
2,3,4,2,1,110,80,100,0,4,8,6
2,3,5,3,1,0,150,200,0,3,8,6
2,3,6,3,1,190,30,3700,0,3,2,7
2,3,2,2,1,210,100,1300,0,4,2,6
2,3,9,2,1,200,150,2600,0,3,6,8
2,3,9,2,1,180,100,200,0,3,6,8
2,3,9,2,1,0,80,300,1000,3,2,8
2,3,3,3,1,210,120,1050,0,4,2,10
2,7,9,1,1,280,120,2100,0,4,2,8
3,2,5,2,1,50,100,7500,7500,3,2,8
3,4,7,3,1,30,30,0,0,2,8,6
4,2,6,1,1,690,400,11000,6000,4,3,2
4,2,7,2,2,80,80,20000,0,2,3,5
4,2,3,1,2,700,200,27000,0,4,3,7
4,2,5,1,1,400,180,12900,7500,4,2,6
4,2,6,1,1,322,230,13300,0,4,5,7
4,3,3,2,1,100,100,2500,2700,3,2,3
5,1,8,2,2,0,100,30100,0,3,3,2
5,1,5,2,2,90,100,22000,0,4,2,3
6,3,9,1,1,150,100,500,0,3,2,6
2,2,5,2,1,300,100,9999999,9999999,5,2,5
2,3,1,2,1,150,70,3000,0,3,5,6
2,3,9,2,1,90,90,8000,7500,4,6,5
4,3,4,3,1,800,400,9999999,0,3,1,2
4,3,9,2,1,200,200,1500,0,4,6,2
4,3,3,2,1,160,100,700,1000,3,6,2
2,2,9,2,1,250,150,6000,6000,4,2,8
2,2,3,2,1,40,30,4800,0,4,6,2
2,2,3,2,1,50,50,5500,0,5,2,1
2,3,3,2,1,50,50,300,0,4,2,6
2,3,3,1,1,230,100,1900,0,4,2,3
2,3,4,2,1,40,40,50,0,3,6,8
2,3,9,1,2,280,120,900,0,5,2,3
2,3,5,2,1,80,80,50,0,4,2,6
2,3,9,3,2,80,50,130,0,3,2,8
2,3,9,2,1,50,50,100,0,3,1,2
2,3,9,2,1,98,80,300,0,3,2,3
2,7,3,2,1,50,50,0,300,4,2,6
4,1,5,2,1,170,100,19400,1500,3,3,7
4,3,2,2,1,180,120,500,0,5,6,7
4,3,7,2,2,110,80,900,15000,4,1,7
4,3,2,1,1,200,110,900,0,4,2,3
6,2,5,1,2,398,180,16300,0,4,3,10
9,4,9,3,2,340,150,2000,0,5,2,3
6,1,8,2,1,98,70,7000,0,3,2,3
4,1,4,2,1,80,150,33000,0,3,6,8
4,3,7,2,2,85,80,650,0,1,1,7
1,3,8,2,2,228,170,7100,0,2,1,6
4,1,7,2,2,330,200,40000,0,2,3,7
4,3,8,3,1,55,50,800,0,1,6,10
4,1,8,3,1,70,100,20500,0,1,5,6
4,1,8,3,1,174,100,22500,0,2,5,6
4,3,3,2,1,150,150,9999999,0,2,5,6
4,3,7,2,2,108,100,2200,0,2,1,7
4,1,8,3,1,80,80,20500,0,1,6,7
5,1,5,2,2,175,150,18000,0,2,3,2
4,3,3,3,1,30,70,3000,0,1,1,10
1,3,9,2,2,200,200,500,0,4,2,3
5,1,8,2,2,98,70,16500,0,4,2,3
4,1,7,2,2,70,60,10000,1500,2,4,7
4,1,6,2,2,800,250,28000,0,4,3,2
4,3,3,1,1,300,200,8000,0,3,3,10
1,1,9,2,2,100,100,15000,0,4,4,3
4,3,3,2,1,200,150,3600,1000,2,2,3
2,1,9,2,1,100,100,30000,0,3,3,2
4,1,7,3,2,280,200,132000,25000,3,3,8
4,3,9,2,1,200,200,1110,0,3,6,2
4,1,7,2,2,89,150,47700,6000,2,2,3
4,1,7,2,2,300,200,9999999,0,4,3,4
4,1,6,2,2,300,150,50000,0,5,3,10
4,1,7,2,2,300,200,40000,0,4,3,2
3,1,6,2,2,400,250,9999999,0,3,4,8
1,1,9,2,2,60,55,12000,0,1,3,4
4,1,7,2,2,425,200,25000,0,3,8,5
4,1,6,2,2,300,200,31100,0,3,3,2
4,1,7,2,2,154,140,18000,0,1,3,8
5,1,9,2,2,50,50,10000,0,3,3,2
3,2,6,2,1,260,200,9999999,0,2,3,5
4,3,8,2,1,610,450,9999999,9999999,4,2,3
1,1,9,2,1,67,67,8000,0,2,3,4
4,1,6,1,2,454,350,152000,0,5,3,10
5,1,5,2,2,560,200,21300,0,2,2,3
4,3,3,2,1,300,200,9999999,0,3,6,5
1,3,8,2,1,220,150,1800,0,2,6,10
4,1,7,2,2,210,160,33000,10000,5,3,8
4,1,7,2,2,575,200,19900,0,4,2,3
4,1,6,2,2,720,250,83000,0,3,3,7
4,3,7,2,2,88,70,540,0,2,1,6
4,3,4,2,1,500,250,13000,0,3,2,5
1,1,9,2,2,400,400,75000,15000,4,3,4
4,1,3,2,2,350,300,51300,0,4,3,6
1,1,9,2,1,170,170,15000,0,3,5,6
4,1,3,3,1,400,200,9999999,0,3,5,6
4,2,7,1,1,700,300,21000,0,3,3,8
4,1,3,2,2,130,130,25000,0,2,3,2
4,1,7,2,2,400,150,9999999,0,4,3,8
4,3,4,3,1,300,200,9999999,0,4,6,7
2,1,9,2,2,150,150,30000,8000,2,3,4
4,2,3,2,2,600,400,9999999,0,4,3,8
5,1,8,2,2,350,150,15600,2000,4,2,3
1,3,6,2,1,500,250,3700,0,3,2,6
4,3,8,1,1,390,240,4850,0,3,2,5
2,3,9,2,1,450,300,1300,0,3,5,6
4,1,8,1,1,500,200,25000,10000,4,3,8
2,1,5,2,2,380,250,50500,20000,4,3,10
4,2,3,3,2,500,300,9999999,0,4,2,3
4,3,6,1,1,511,250,7000,0,3,3,8
4,1,6,2,2,700,250,21700,3000,3,2,3
1,3,6,2,1,350,250,4000,0,3,2,5
4,1,3,2,2,400,200,9999999,9999999,4,8,3
2,3,9,2,1,350,250,6000,0,3,6,5
4,2,7,3,2,650,400,39000,7000,3,2,8
4,3,7,1,1,40,70,9999999,0,3,1,6
4,1,6,2,2,650,400,28000,1000,4,3,8
2,3,5,2,1,475,300,3700,0,3,2,3
4,1,3,2,2,200,200,25000,10000,3,3,2
4,1,2,2,1,300,300,32000,0,3,3,2
2,3,4,2,1,500,250,3300,500,3,6,2
5,1,9,2,1,400,400,4500,10000,4,3,2
5,1,8,2,2,360,290,8000,0,3,5,7
1,2,8,1,2,460,350,27500,0,3,3,10
4,1,3,3,2,800,300,9999999,9999999,4,2,3
1,1,9,2,2,200,200,20000,0,3,3,2
4,1,7,2,2,450,250,21700,0,3,2,3
4,1,7,2,2,400,300,9999999,0,4,2,3
4,1,7,2,2,350,350,7500,0,4,3,2
5,1,6,2,2,500,250,19200,6000,4,2,3
4,1,2,1,1,300,100,15000,8000,4,3,7
5,7,8,2,2,530,200,7600,0,4,3,2
4,1,6,2,2,400,250,22500,2000,3,3,2
3,3,7,3,1,300,130,9999999,3000,4,5,6
3,2,6,3,1,250,200,5000,0,3,2,8
4,1,5,1,2,605,300,64200,18000,4,3,10
4,1,7,2,2,600,400,10000,4000,4,3,7
5,2,9,2,1,350,350,1500,0,3,2,3
5,1,5,2,2,500,250,20000,0,3,3,2
10,1,8,2,2,600,450,58800,37000,4,3,2
2,2,5,1,2,287,160,12500,0,4,3,10
4,2,1,2,2,300,300,22900,20000,4,3,10
5,3,8,2,1,200,150,3800,10000,4,2,3
2,1,4,2,2,500,250,100000,0,4,3,4
4,3,4,2,1,380,200,5500,0,3,8,6
5,2,6,2,2,500,200,11900,0,3,2,3
2,3,9,2,1,150,150,350,700,3,1,2
2,3,3,3,1,400,300,9999999,0,3,2,3
1,1,9,2,2,150,150,19000,3000,3,3,2
4,1,3,3,1,600,400,9999999,9999999,4,7,3
4,1,3,1,2,500,500,25000,0,3,3,2
2,2,3,2,1,400,350,3000,3000,3,2,5
1,1,9,2,2,300,300,19000,5000,3,3,2
4,1,2,2,2,500,500,35000,10000,3,3,2
4,1,7,2,2,750,450,39000,13000,3,3,5
4,2,7,2,2,800,500,45300,17000,4,3,2
1,1,8,2,2,600,450,35300,10000,4,3,2
4,1,7,2,2,580,300,28000,0,5,3,8
4,1,6,3,2,500,300,23500,1000,4,3,8
4,1,4,1,2,600,600,48000,24000,2,3,2
5,1,9,2,1,300,300,20500,5000,3,3,7
4,2,4,2,1,380,350,13000,0,4,5,3
4,1,1,2,2,700,300,130000,40000,4,3,10
3,3,6,2,2,500,400,4000,0,4,2,3
2,3,9,1,1,230,150,3250,0,3,6,8
4,1,6,2,2,400,300,21500,0,4,3,2
6,7,6,2,1,250,150,9999999,9999999,1,5,6
4,2,4,1,2,900,550,29000,0,4,3,10
4,2,7,2,1,550,500,9999999,0,4,3,5
2,3,7,3,1,100,100,100,0,2,6,8
4,1,7,2,2,9999999,300,9999999,0,4,3,4
2,2,5,2,2,350,150,7500,0,3,2,3
2,3,8,1,1,300,250,9999999,0,3,2,3
2,2,2,2,1,600,300,10000,0,3,2,3
2,2,3,2,1,450,150,12800,0,3,3,2
5,7,6,2,2,600,300,15800,0,4,2,3
4,1,4,2,2,400,300,41000,4500,4,7,3
1,3,9,3,2,300,300,4000,1000,4,1,2
4,1,1,2,2,1200,800,180000,20000,5,3,10
2,2,9,2,2,480,200,16100,0,4,3,10
4,2,3,1,2,700,450,80000,0,5,3,10
4,1,5,1,2,420,250,19300,0,4,3,10
5,1,5,2,2,350,350,26500,0,5,3,10
4,1,7,2,2,450,200,9999999,13000,5,3,8
4,1,5,1,2,340,300,41000,1200,4,7,3
6,2,6,1,1,350,200,9999999,0,3,6,5
2,3,6,1,1,270,200,6350,0,4,3,2
4,1,7,2,1,300,300,9999999,10000,4,3,10
4,1,7,2,2,240,200,15500,2400,3,2,3
4,2,8,2,1,120,100,5800,0,2,6,10
4,1,3,3,2,500,300,9999999,9999999,4,3,8
5,3,9,1,2,350,350,1000,0,3,3,2
2,3,9,3,1,300,200,2200,0,3,3,5
4,1,7,2,2,350,250,31000,10000,3,3,4
4,1,7,2,2,600,300,17900,1500,4,2,4
4,1,7,2,1,9999999,300,30000,9999999,5,3,5
5,1,9,2,2,400,400,7000,0,3,3,2
4,3,6,1,1,180,100,1600,0,3,3,5
4,1,6,2,2,400,250,26400,0,3,3,2
4,1,1,2,2,1000,600,160000,20000,5,3,10
4,1,7,2,2,600,400,40500,18000,4,3,8
2,3,8,2,1,434,350,3500,0,4,6,2
4,1,7,2,2,240,200,18300,0,4,2,3
4,1,7,2,1,350,350,7500,0,3,3,2
2,2,4,2,1,250,150,9999999,9999999,4,2,5
6,1,6,2,2,400,300,9999999,9999999,4,3,8
4,1,7,2,2,350,300,34500,9000,4,3,8
4,2,7,2,2,450,350,23500,16000,4,8,2
4,2,6,1,2,725,300,48000,10000,5,2,3
4,2,7,1,2,650,300,24000,10000,4,3,8
3,2,7,1,2,400,350,9999999,0,4,5,6
4,3,4,2,1,300,300,5000,0,3,5,3
5,1,6,1,2,400,250,12600,0,5,3,8
4,2,3,3,2,700,600,9999999,0,4,3,5
2,3,3,1,1,500,300,9999999,0,3,2,6
5,2,9,2,1,300,300,3500,5000,3,2,1
4,1,7,2,2,420,200,24400,0,4,3,10
4,1,3,3,2,500,350,9999999,9999999,4,2,3
5,2,6,1,1,150,120,11000,0,4,2,3
4,2,7,2,2,400,300,40000,12000,4,3,8
4,2,3,2,2,400,300,86000,0,4,3,10
4,1,7,3,2,500,300,29200,0,4,3,8
4,3,3,2,1,9999999,100,7000,0,5,5,6
4,1,5,3,2,560,400,19000,8000,4,3,7
2,1,2,2,2,900,500,80000,45000,4,3,10
2,2,5,1,2,260,150,10100,0,3,2,3
5,2,6,2,1,610,200,10000,0,4,2,3
2,3,9,2,1,300,300,2000,0,3,2,3
4,1,7,2,2,400,250,9999999,9999999,4,2,8
4,1,3,1,2,600,500,51300,20000,4,3,2
4,2,3,3,1,630,350,33000,0,4,3,5
3,2,7,2,1,420,400,9999999,0,4,2,6
5,1,8,2,1,180,150,8000,0,4,5,7
5,3,7,2,2,450,300,5000,0,2,3,2
4,1,7,2,2,520,300,30000,9999999,4,3,8
4,3,4,1,1,320,400,10000,0,4,3,7
4,3,4,2,1,358,200,6361,0,3,6,8
4,2,3,1,1,450,240,9999999,5500,4,3,10
2,3,5,3,1,200,100,9999999,0,4,5,6
2,3,9,2,1,300,250,300,0,3,3,5
3,2,7,1,2,350,220,10000,0,4,3,8
3,3,9,2,1,350,300,31000,0,3,5,8
4,3,5,1,1,330,260,3700,2000,4,7,3
4,1,3,1,2,400,400,25000,0,5,3,2
2,3,4,2,1,300,250,2300,0,4,6,2
4,1,7,2,2,310,200,31000,10000,4,3,8
4,1,7,2,1,350,200,9999999,9999999,4,4,8
1,7,9,2,1,320,320,0,0,5,2,3
2,3,9,2,2,440,400,10500,1000,4,2,3
2,2,3,2,1,260,200,8700,8000,3,6,3
4,1,2,1,2,260,200,15000,7000,3,7,3
4,1,7,2,2,480,300,58500,21000,4,3,8
4,1,1,2,1,710,550,140000,10000,5,3,10
4,1,1,2,2,500,350,100000,20000,5,3,10
4,2,6,1,1,354,250,39000,10000,4,2,6
2,2,2,2,1,450,250,10000,0,4,3,5
4,2,6,3,2,634,300,17500,7000,4,8,2
4,1,6,2,2,700,450,162000,15000,4,3,4
5,1,6,1,1,9999999,200,9999999,0,3,6,7
2,2,9,2,1,360,300,10000,1000,4,5,3
5,2,9,1,1,230,230,5000,5000,4,2,6
4,1,5,1,1,320,100,19000,12000,4,3,2
4,1,2,2,2,250,250,34000,15000,4,3,1
1,7,8,3,1,200,200,9999999,0,4,3,5
4,1,6,3,1,334,100,43000,23000,4,3,7
4,2,2,2,2,470,470,22000,0,4,3,2
4,1,2,2,2,420,420,35000,15000,4,3,2
4,2,6,3,1,260,250,23000,12000,4,5,6
1,2,9,2,1,310,310,6000,0,4,2,3
4,1,1,2,2,810,600,140000,25000,4,3,10
4,2,4,1,2,460,200,18000,0,4,3,10
4,1,6,2,2,500,400,26000,5000,5,3,10
4,2,1,2,2,610,450,97000,25000,4,3,10
2,2,3,3,1,510,250,12000,9999999,4,3,5
4,3,5,2,1,450,400,5000,0,3,2,1
2,3,2,2,2,300,300,16500,3000,5,3,10
4,1,2,2,2,440,440,36000,0,4,3,2
4,1,3,2,2,320,320,25000,10000,5,3,2
2,2,2,1,1,350,150,9999999,9999999,4,2,3
2,2,3,2,1,410,200,16000,0,3,6,3
4,1,2,2,2,450,350,15700,10000,4,3,7
2,3,3,3,1,370,250,9000,9999999,4,5,6
4,2,1,1,2,550,250,25000,4800,3,3,10
4,1,3,2,2,330,330,25000,17000,3,3,2
4,2,7,3,1,320,250,10500,6000,4,2,8
4,1,6,2,2,310,250,18000,5000,4,8,5
4,2,4,1,2,426,200,15000,0,4,3,10
4,2,5,2,2,380,200,17600,0,4,3,10
2,3,5,1,1,185,160,1300,0,3,2,5
4,2,3,1,2,270,270,17000,0,4,3,2
4,2,1,1,2,450,200,25500,4800,4,3,10
4,1,2,2,2,290,290,33000,10000,4,3,2
2,3,5,2,1,275,200,700,0,3,2,6
4,1,3,1,2,500,250,45500,10000,4,8,10
4,2,7,1,2,482,200,22400,0,5,3,10
4,3,3,2,1,450,200,8200,0,4,5,8
4,2,6,1,2,600,250,24500,10000,5,2,3
4,3,6,1,2,642,300,4500,30000,4,3,8
4,3,7,1,2,550,220,9000,0,5,3,8
2,3,3,3,1,150,100,9999999,0,3,2,5
4,1,5,2,1,330,150,20000,9000,4,3,7
4,2,5,1,1,400,200,12000,0,4,3,7
4,3,2,2,2,450,140,8700,1000,4,3,5
5,7,5,2,2,430,250,5200,0,4,3,2
4,1,7,2,2,300,150,37500,13000,4,3,8
4,2,2,2,2,610,300,31000,5000,5,3,5
4,3,3,1,1,250,150,7200,0,4,6,3
2,2,9,2,1,270,250,12500,9000,3,2,5
2,3,4,2,1,300,150,9999999,0,3,2,3
4,1,7,2,2,350,250,39000,18000,4,3,8
4,1,2,2,2,450,450,37000,14000,4,3,2
4,2,3,1,2,500,500,17000,7000,3,3,2
4,2,4,2,1,500,250,14000,0,4,3,5
4,1,3,2,2,500,300,9999999,0,3,3,5
4,2,5,1,1,400,200,14000,10000,4,2,3
4,1,6,2,2,600,270,36500,5800,5,8,3
2,2,3,3,1,9999999,150,8000,0,3,3,5
4,3,3,2,1,200,150,2300,1000,3,2,3
2,3,9,2,1,200,200,1100,0,4,5,3
2,3,9,2,1,400,200,3000,0,1,5,6
3,1,8,2,2,45,60,14500,0,3,4,3
2,3,7,2,1,67,60,700,0,1,2,3
2,2,8,3,1,56,50,2500,0,1,2,1
5,1,7,2,2,68,68,9500,0,2,2,3
2,3,7,3,1,56,50,6500,6000,3,2,1
4,7,7,2,2,50,50,0,0,3,2,1
1,3,8,2,1,105,75,1400,0,3,6,5
4,3,4,2,2,57,57,700,0,1,2,3
2,1,8,2,2,180,150,34000,1000,1,7,3
5,1,3,2,2,78,150,22000,0,2,3,7
2,3,8,3,1,62,60,2500,0,2,1,2
2,3,8,3,1,61,60,2000,0,2,1,2
1,2,5,2,1,40,40,1000,0,1,6,7
4,1,7,2,1,100,100,14500,6000,1,3,7
2,2,6,3,1,55,55,4500,0,2,1,2
3,1,8,2,1,75,100,4000,0,1,3,4
5,1,7,2,1,69,50,14000,1500,1,3,7
1,3,8,2,1,25,100,100,0,2,1,2
2,3,8,3,1,56,50,700,0,2,2,3
2,3,8,3,1,66,66,600,0,2,1,2
4,3,5,2,2,95,60,6700,0,2,1,2
3,7,7,3,1,85,70,1500,0,3,2,3
2,3,7,2,1,117,117,1400,0,2,1,2
2,1,3,2,2,270,150,76000,14000,2,3,7
4,3,3,2,1,100,80,3000,0,2,5,6
4,3,3,2,1,75,60,2250,0,1,5,6
2,3,8,2,1,170,130,19700,0,3,1,6
4,1,4,2,2,135,150,37500,0,2,3,7
4,1,4,2,2,109,25,37600,4000,2,3,4
4,2,8,3,1,200,180,12500,0,2,3,6
2,3,8,2,1,225,100,3000,0,3,5,7
3,1,5,2,1,145,200,57500,5000,2,4,3
4,1,4,2,1,200,200,25600,0,3,3,4
2,1,3,2,1,150,130,25700,0,3,3,7
2,3,8,2,1,50,50,150,0,2,1,2
4,1,5,2,2,175,200,27000,0,3,3,7
4,1,5,2,2,325,200,25000,0,2,3,7
2,1,7,2,1,400,300,31700,0,3,3,4
5,1,3,2,1,140,110,20500,0,2,3,7
5,1,6,2,1,250,100,15000,0,3,6,4
2,1,8,2,2,500,350,42500,0,2,3,7
3,1,8,2,2,225,150,14500,0,1,3,4
4,3,4,2,1,67,67,700,0,1,1,2
5,1,4,2,1,350,200,37500,0,3,3,4
6,1,3,2,2,500,300,93000,0,3,4,3
2,1,8,2,1,330,100,101500,91400,3,3,7
8,3,3,2,1,325,300,2200,0,4,2,1
2,3,8,2,1,30,70,1100,0,2,5,6
11,4,9,2,1,150,90,200,0,2,5,1
4,1,4,2,2,800,500,68400,0,3,3,4
2,1,2,2,2,100,180,103500,0,4,7,3
4,3,3,2,1,85,75,2400,0,2,6,5
4,1,7,2,2,220,200,15400,0,3,2,3
2,3,8,1,1,180,80,3100,0,2,6,5
9,4,3,2,1,80,80,200,0,4,1,5
4,1,7,2,2,325,300,15800,0,3,3,7
2,3,7,2,1,400,150,1250,0,2,7,3
4,1,6,2,2,200,200,21200,0,4,3,7
2,3,8,2,1,50,80,3500,0,2,3,7
2,2,7,2,1,200,160,3000,0,2,1,2
4,3,4,2,2,50,50,700,0,1,2,1
5,1,3,2,1,300,200,17700,0,2,3,7
4,2,7,2,1,360,250,6700,0,2,5,7
4,2,8,2,1,90,65,8500,0,2,7,5
4,3,5,2,2,160,120,1700,0,2,6,5
2,3,3,2,1,200,110,2800,0,3,7,6
2,3,3,2,1,80,80,2500,0,1,7,6
9,3,3,2,1,120,90,510,0,3,1,5
2,3,3,2,1,280,250,500,0,4,1,2
4,1,6,2,1,300,250,13700,2600,3,3,4
6,3,4,2,1,250,120,300,0,3,1,2
4,3,4,2,1,55,55,1100,0,1,1,2
5,3,5,2,1,200,150,500,0,3,1,2
6,3,2,2,1,330,150,4300,0,3,6,5
2,1,6,2,2,65,100,14890,0,2,3,4
4,3,4,2,1,70,70,200,0,3,2,1
2,3,8,2,1,100,100,50,0,2,1,2
2,3,3,1,2,200,150,1020,0,3,2,1
2,4,8,2,1,250,150,1000,0,2,5,7
8,3,2,2,1,300,140,1800,0,3,2,3
2,3,8,2,1,150,150,1700,0,4,1,2
4,7,2,3,1,350,260,3000,1500,3,2,3
2,3,8,2,1,200,200,1500,0,3,2,3
4,3,4,2,1,30,30,1190,0,1,1,2
5,1,3,2,2,450,300,22200,0,3,3,6
2,1,8,2,1,77,75,13000,0,1,3,4
4,3,4,2,2,55,55,180,0,2,3,2
2,2,9,2,1,350,350,10200,0,3,3,2
3,3,2,1,2,300,250,1200,0,5,2,1
2,3,7,2,1,120,90,3100,0,1,5,6
2,4,6,2,1,150,150,500,0,3,1,2
5,1,4,1,2,200,200,40000,16400,3,3,7
2,3,4,2,1,75,100,2000,0,3,7,6
2,3,3,2,2,250,150,2200,0,3,3,2
4,3,3,2,1,350,200,2400,0,1,5,6
2,3,5,1,1,150,150,2500,0,3,2,1
4,1,1,2,2,350,250,40500,4000,3,3,5
6,3,3,2,1,300,100,2300,0,3,5,6
2,4,8,2,1,65,65,200,0,2,1,2
6,3,2,2,1,300,120,2700,0,3,2,3
4,3,5,2,1,200,180,3500,0,3,1,5
7,3,7,2,2,150,150,650,0,4,2,3
2,3,7,2,2,60,60,1500,0,1,1,2
2,3,4,3,1,150,150,300,0,2,2,7
4,3,4,2,2,50,50,700,0,1,1,2
2,3,8,2,1,60,60,800,0,2,1,6
4,1,7,2,1,300,300,17800,0,4,3,8
2,3,8,2,1,250,200,1200,0,3,1,2
4,1,7,2,1,300,150,15600,3700,4,2,3
4,1,5,3,2,500,430,40500,5000,5,3,10
3,3,8,2,1,300,250,500,0,3,2,1
4,1,4,2,2,300,300,23100,14000,3,3,4
2,3,8,3,2,200,170,2000,0,2,2,3
4,2,5,2,2,350,200,17500,0,4,2,3
4,1,4,2,1,295,300,25800,0,1,3,4
4,3,4,2,1,50,50,700,0,1,1,2
5,1,9,2,2,500,400,12500,3000,4,3,8
4,2,4,2,1,370,300,30200,0,3,3,4
5,2,8,3,1,230,170,5000,0,2,2,3
4,1,6,2,2,300,200,21600,0,4,2,3
5,1,8,2,1,350,250,8700,1000,3,6,5
4,1,4,2,2,500,400,24200,7000,4,3,4
9,4,9,2,1,180,100,200,0,4,7,6
2,3,7,2,1,65,65,1000,0,2,1,2
3,3,8,3,2,270,170,41500,0,3,3,10
4,1,5,2,1,240,150,23800,0,1,3,4
4,1,7,2,1,300,300,14900,2500,4,2,3
4,1,7,2,2,50,60,13500,0,1,2,7
4,3,6,2,1,230,150,1500,0,3,1,8
7,1,7,2,2,103,100,11000,0,3,4,3
2,2,8,3,2,150,150,7500,0,3,3,2
2,4,8,2,2,45,45,0,0,1,1,2
4,1,5,2,2,500,500,25500,6000,3,3,7
4,2,4,1,2,272,220,21000,12000,4,2,3
5,3,8,2,1,250,120,2300,0,3,1,3
4,1,7,2,2,250,200,16200,1300,2,2,3
2,2,8,1,1,300,80,8500,0,4,2,3
2,3,4,2,1,200,200,350,0,3,2,1
6,3,4,2,1,85,85,500,0,3,1,6
2,2,8,2,1,278,100,5500,0,3,6,3
2,3,8,2,1,150,150,650,0,3,1,2
4,1,7,2,2,150,130,17000,4000,3,3,10
4,1,6,2,1,450,200,14200,5000,3,3,4
4,7,4,2,1,500,400,13800,0,3,2,3
2,3,3,2,1,250,150,800,0,3,3,2
4,2,2,2,1,450,350,16000,0,3,6,7
4,3,3,2,1,180,90,2000,0,3,5,6
4,1,3,2,2,65,100,30000,0,3,1,6
4,3,5,2,1,300,200,2760,0,3,6,5
3,1,7,1,2,500,300,26800,0,4,3,6
3,1,8,2,2,75,100,10500,0,1,3,4
3,3,7,2,2,89,89,2000,0,1,1,2
4,3,3,2,1,100,80,3500,0,2,5,6
4,2,7,2,2,310,250,10300,2000,4,3,2
2,2,9,2,1,250,200,8000,0,3,2,3
3,1,8,2,1,100,100,55500,0,2,3,6
4,3,5,2,1,100,80,2100,0,2,6,5
3,3,7,2,2,300,300,4000,4000,3,3,2
4,1,7,2,2,150,100,15000,3500,3,3,10
6,3,3,2,1,270,100,1800,500,3,6,7
2,3,8,2,1,157,100,1300,0,2,6,7
2,3,7,2,1,170,90,500,0,3,6,5
2,3,8,2,1,150,100,500,0,3,1,2
4,1,3,2,2,100,100,35300,0,3,1,3
