수도권여부,연도,주택유형,점유형태,보유주택,주택나이,주택면적,만족도,이사계획,내집보유에대한생각,공공임대주택입주의향,가구주출생연도,총가구원수,월평균가구소득,생활비,주거관리비부담정도,총자산,총부채,최종학력,최종가중치,주거지원프로그램1,주거지원프로그램2
1,2020,4,3,1,6,79.2,3,2,1,2,1965,1,300,250,3,22000,4000,3,863.1119499,3,5
1,2020,6,1,2,5,60.4,3,2,1,1,1978,1,250,200,2,11000,7000,3,1557.605337,3,6
1,2008,2,2,2,8,39.6,2,2,1,1,1955,1,120,120,3,2000,0,3,355.6052694,1,2
1,2008,4,1,2,7,59.4,3,2,1,1,1942,1,125,100,1,52000,0,3,547.7708675,6,7
1,2008,4,1,2,5,75.9,3,2,1,2,1989,3,300,150,3,9999999,9000,4,952.9292301,3,2
1,2008,4,2,2,7,82.5,3,2,1,2,1978,5,450,200,1,18000,0,3,586.9119151,3,2
1,2008,4,3,2,4,39.6,3,2,1,1,1950,1,60,50,2,3000,0,1,295.8431614,1,10
1,2008,4,3,2,4,46.2,3,2,2,1,1945,2,230,270,2,3000,0,1,291.1622804,1,8
1,2008,4,3,2,4,39.6,3,2,1,1,1941,1,80,80,2,2400,0,1,295.8431614,6,10
1,2009,4,1,2,7,105.6,3,3,1,1,1962,4,400,330,1,42000,10000,4,607.8284163,3,7
1,2009,4,1,2,7,49.8,3,2,1,2,1981,1,200,150,2,26500,1000,4,1183.890608,3,2
1,2013,3,2,2,3,79.2,4,2,1,1,1982,4,560,350,2,22500,0,4,251.7756198,2,3
1,2013,4,1,2,3,116.8,3,2,1,2,1974,3,400,300,1,41000,9999999,4,686.8247072,3,8
1,2014,2,1,2,5,36.3,3,2,1,1,1966,1,400,300,3,28500,3000,3,1638.55022,3,5
1,2014,2,2,2,8,59.4,3,2,1,1,1971,3,400,170,2,13000,0,3,503.6717061,2,5
1,2014,4,1,2,7,59.4,3,1,1,1,1974,4,500,300,1,74000,15000,3,890.2748304,8,3
1,2015,2,3,2,7,39.6,3,2,1,1,1974,1,200,80,3,1000,0,3,928.4503894,1,2
1,2015,4,1,2,6,69.3,4,2,1,2,1975,4,420,250,2,18500,13000,4,607.8174816,2,3
1,2015,4,1,2,8,39.6,2,2,1,1,1947,1,100,50,1,15000,0,3,457.1318247,6,7
1,2015,6,1,2,3,105.6,3,2,1,2,1982,4,570,350,2,26500,7000,3,1050.727547,2,3
1,2015,8,2,2,5,26.4,3,2,1,1,1967,1,200,150,1,9000,0,3,431.0247539,6,2
1,2016,6,1,1,5,99,4,1,1,1,1982,3,350,200,2,47000,0,4,665.8092643,3,10
1,2017,1,2,2,8,99,3,1,1,1,1980,4,300,300,2,20000,15000,3,556.0912216,3,6
1,2017,2,2,2,5,59.4,3,1,1,1,1977,4,400,180,2,11000,1000,3,454.5967848,6,4
1,2017,2,2,2,8,59.4,3,1,1,1,1976,3,500,170,2,11000,0,4,530.5129611,2,3
1,2017,4,1,1,2,84.8,3,2,1,1,1980,3,400,300,3,9999999,31000,4,686.8247072,5,6
1,2017,4,1,2,3,181.5,3,2,1,2,1979,4,650,300,1,74000,10000,4,640.2203044,3,4
1,2017,4,2,2,7,59.4,3,1,1,2,1975,1,265,195,2,11480,1870,4,728.4878002,3,6
1,2017,5,2,2,7,52.8,3,1,1,1,1981,1,253,164,2,10500,2900,4,418.3296431,3,7
1,2017,5,3,2,3,70.6,2,2,1,1,1968,3,140,140,1,9999999,0,3,169.377409,2,3
1,2018,1,3,2,9,46.2,3,2,2,2,1979,1,250,160,1,800,0,3,796.1006288,1,2
1,2018,2,2,2,7,49.5,4,2,1,1,1978,1,400,180,2,7600,0,3,373.2338132,2,5
1,2018,4,1,2,1,79.2,3,2,1,1,1941,1,50,80,2,38000,0,2,778.0160291,6,5
1,2018,4,1,2,1,58.7,3,1,1,2,1981,5,500,400,3,71700,4000,3,652.9679687,7,3
1,2018,4,1,2,2,151.8,4,2,1,2,1974,3,600,400,2,62500,25000,4,1319.469895,2,5
1,2018,4,1,2,6,82.5,3,2,1,1,1967,3,400,270,1,13700,2500,3,1761.572081,4,3
1,2018,5,1,2,2,75.9,3,2,1,2,1976,3,482,300,2,25600,12300,4,206.0667436,3,7
1,2018,5,2,2,8,42.9,2,1,1,1,1974,1,200,100,3,5100,0,3,418.3296431,6,5
1,2018,6,1,1,2,66,4,1,1,2,1980,4,1000,9999999,3,9999999,0,3,719.2974035,3,5
1,2019,1,3,2,9,42.9,2,2,1,1,1961,1,280,150,2,1000,0,3,402.2921641,2,1
1,2019,1,2,2,5,36.3,3,2,1,1,1955,1,240,100,1,10000,0,3,796.3788818,6,5
1,2019,2,2,2,7,19.8,2,2,1,2,1985,1,200,50,3,3000,0,3,401.1978783,2,3
1,2019,4,2,2,6,59.1,2,3,1,1,1976,3,500,300,3,15300,0,4,541.8019937,7,3
1,2019,4,3,2,1,59.4,3,2,1,1,1980,4,350,300,2,9999999,0,3,327.6890975,3,5
1,2019,4,3,2,1,37,4,2,1,1,1970,2,200,150,2,3900,0,3,420.4311657,2,3
1,2019,6,2,2,2,66,3,1,1,1,1973,3,500,250,2,33500,6000,4,618.4685403,7,6
1,2020,2,3,2,8,49.5,3,2,1,1,1962,2,350,150,3,4000,0,2,604.0529485,7,6
1,2020,4,2,1,5,92.4,3,2,1,2,1978,3,260,300,2,58000,0,4,642.8720127,2,6
1,2009,4,1,2,4,102,4,2,1,1,1976,4,523,300,2,9999999,48000,5,745.731492,3,10
1,2009,4,3,2,4,66,3,2,1,1,1973,2,200,180,2,4500,3000,3,903.5718745,2,3
1,2009,6,2,2,6,62.7,3,2,1,1,1957,2,300,200,2,9000,0,3,423.2021367,6,2
1,2010,1,3,2,8,42.9,2,2,1,1,1987,1,230,200,2,3500,0,3,1269.320001,1,2
1,2010,2,1,2,8,89.1,2,3,1,1,1979,3,580,250,2,36500,14000,4,724.2960544,6,3
1,2010,4,2,2,6,108.9,3,3,1,2,1975,4,350,150,2,20000,0,4,1037.679529,2,7
1,2010,5,1,2,8,59.4,3,2,1,2,1945,1,110,100,1,15000,0,1,125.242541,3,4
1,2012,4,3,2,3,46.2,4,2,1,1,1958,2,250,100,1,10580,0,3,456.6004242,7,5
1,2014,4,1,2,7,59.4,3,2,1,1,1964,3,500,250,1,57000,15000,4,986.3823452,8,7
1,2015,2,2,2,8,72.6,3,2,1,1,1966,2,300,213,2,15750,5400,3,1007.714882,6,4
1,2015,4,1,2,4,84.8,3,2,1,1,1979,4,400,400,1,9999999,3000,3,759.6496884,3,10
1,2015,6,1,2,3,56.1,4,2,1,2,1953,2,455,200,1,25300,15000,2,303.7066957,3,10
1,2016,2,2,2,5,56.1,4,1,1,1,1975,3,200,180,1,8600,8500,3,326.2186673,2,3
1,2016,4,1,2,3,84.8,3,2,1,2,1984,4,370,150,3,9999999,16000,4,721.4440213,3,7
1,2016,4,3,2,6,56.1,4,2,1,1,1979,1,200,150,1,2400,0,4,727.4035163,2,3
1,2016,8,2,2,5,39.6,3,2,1,1,1983,1,400,150,3,31000,10000,4,616.1361325,5,7
1,2017,3,3,2,6,39.6,4,3,1,1,1989,4,470,400,1,2000,3000,3,562.3118492,2,6
1,2017,4,1,1,2,93.1,3,1,1,2,1980,5,800,400,3,120000,42000,4,671.1583428,3,10
1,2017,4,1,2,7,41.3,3,2,1,2,1962,1,250,200,1,25000,6000,3,1346.854263,4,3
1,2017,6,1,2,7,39.6,2,2,1,1,1952,2,230,60,2,13000,0,2,583.5879762,2,3
1,2017,8,3,2,5,19.8,3,2,1,1,1993,1,0,100,1,500,0,2,318.4640674,6,1
1,2017,8,3,2,5,29.7,3,2,1,2,1990,1,280,150,2,1000,0,3,881.9842042,3,2
1,2018,1,3,2,9,49.5,2,2,2,1,1978,2,270,200,2,3000,2000,4,675.1563653,5,6
1,2018,4,1,2,4,108.9,4,2,1,1,1977,4,450,350,3,50000,14000,4,1430.941018,2,3
1,2018,4,1,2,8,39.6,2,2,1,1,1969,2,400,100,2,15000,0,3,953.2340144,7,6
1,2018,4,2,2,3,112.2,3,3,1,1,1980,3,400,400,2,30000,10000,4,1210.968617,2,3
1,2018,4,2,2,6,79.2,4,2,1,2,1978,3,460,300,2,31380,10000,4,1210.968617,2,3
1,2018,4,3,2,1,50.8,3,2,1,1,1982,4,630,250,2,11100,0,5,352.2407831,5,2
1,2018,6,1,2,5,59.4,2,2,1,1,1947,2,90,80,1,8400,0,2,276.9579172,3,2
1,2018,6,2,2,3,59.7,3,1,1,2,1977,4,450,200,3,17500,10000,4,514.6486085,7,2
1,2019,2,3,2,4,33,3,2,1,2,1979,1,250,200,2,300,0,3,849.5907722,2,3
1,2019,2,3,2,9,39.6,3,2,1,1,1967,1,180,100,1,2500,0,3,600.2374815,1,2
1,2019,2,3,2,7,39.6,2,1,2,1,1970,1,180,150,2,2300,0,3,705.1804211,6,7
1,2019,4,2,2,6,82.5,3,2,1,1,1976,3,300,250,1,8000,0,4,753.4167141,2,3
1,2019,4,3,2,3,49.5,4,2,1,1,1975,2,200,180,2,2605,3000,4,1452.313391,3,5
1,2019,6,2,2,9,46.2,2,1,2,1,1962,2,250,150,1,9000,7000,3,909.4669018,1,6
1,2020,2,3,2,5,23.1,3,2,1,2,1969,1,350,150,2,200,0,3,806.6058044,2,3
1,2020,4,2,2,6,69.3,4,1,1,1,1984,1,200,160,2,13700,10500,4,754.9832259,2,3
1,2020,4,3,2,1,49.5,4,3,1,1,1990,1,330,180,3,8800,5000,4,561.2864937,2,3
1,2020,9,4,1,9,6.6,2,2,1,2,1979,1,300,70,1,14500,0,3,778.4096089,6,1
1,2010,1,7,2,9,59.4,3,2,2,1,1991,2,200,180,3,9999999,0,3,1685.68803,6,8
1,2010,2,1,2,8,66,3,2,1,2,1951,1,100,150,2,47000,0,3,381.8750779,3,6
1,2010,2,2,2,8,66,2,2,1,1,1977,7,740,400,2,13000,0,3,450.0782194,6,3
1,2010,2,3,2,5,33,3,3,1,1,1962,3,300,150,2,1000,0,2,439.5899918,6,10
1,2010,2,3,2,8,66,2,3,1,2,1952,1,200,100,2,700,0,2,311.7024438,1,3
1,2010,4,1,2,6,79.2,3,2,1,2,1962,3,300,200,2,40000,8000,3,841.6558748,4,7
1,2010,4,1,2,6,85.8,3,2,1,2,1958,1,160,130,2,31000,0,3,611.6907659,2,8
1,2010,4,1,2,7,99,3,2,1,2,1952,4,600,400,2,62000,0,3,375.4397291,3,2
1,2010,4,2,2,7,59.4,2,1,1,1,1958,2,258,120,2,9000,1000,3,376.1922464,1,2
1,2010,4,3,2,3,69.3,3,2,1,1,1962,3,225,180,1,9999999,0,2,524.5830617,2,1
1,2010,4,3,2,3,52.8,3,2,2,1,1963,1,150,100,2,6500,0,3,1625.831368,5,6
1,2010,4,3,2,3,56.1,3,2,1,1,1944,1,50,50,1,1630,0,1,291.3183921,1,6
1,2010,4,3,2,3,56.1,3,2,1,1,1929,1,55,50,1,1600,0,1,291.3183921,1,6
1,2010,5,1,2,8,33,2,2,1,1,1947,1,75,75,2,12000,0,2,127.6410122,3,6
1,2010,5,7,2,7,48.8,2,2,2,1,1966,2,80,80,1,0,0,3,334.4875098,6,7
1,2010,6,1,2,8,49.5,3,2,1,2,1943,1,160,130,2,9999999,0,2,531.0856593,4,3
1,2010,6,1,2,5,56.1,4,2,1,1,1969,2,255,180,2,20500,2000,3,570.6007216,3,10
1,2010,6,1,2,4,72.6,4,2,2,1,1978,1,500,250,1,18000,20000,3,1557.605337,3,6
1,2010,6,1,2,4,52.8,4,2,1,1,1947,1,80,50,2,12500,8000,3,326.5708262,3,5
1,2010,6,1,2,8,39.6,2,2,1,1,1933,2,225,120,2,6000,0,1,445.9258111,6,3
1,2011,5,1,2,8,42.9,2,2,1,2,1957,1,190,120,3,7900,0,2,291.5081694,4,10
1,2012,4,1,2,8,59.4,2,1,1,2,1981,4,600,250,3,48500,4500,4,368.2752404,3,4
1,2012,6,1,2,5,59.4,3,2,1,1,1962,1,150,120,2,10000,3000,3,2256.13276,3,7
1,2013,2,2,2,8,46.2,3,2,1,1,1970,3,123,100,3,8000,7400,3,503.6717061,6,10
1,2014,2,2,2,5,39.6,3,3,1,1,1935,1,70,40,2,5000,0,1,483.2586079,6,10
1,2014,4,1,2,5,82.5,2,2,1,2,1981,5,380,120,1,26100,8900,4,1430.941018,3,2
1,2014,4,1,2,6,59.4,3,2,1,2,1979,3,430,180,3,28500,0,4,679.2136377,3,2
1,2014,4,2,2,5,82.5,3,2,1,1,1974,4,300,200,2,21000,0,3,1037.679529,3,7
1,2014,4,2,2,8,49.5,2,2,1,1,1959,1,140,80,2,3500,0,3,339.8574817,6,8
1,2014,6,1,2,3,57.4,3,2,1,1,1961,2,400,100,3,16000,8000,3,496.7400776,5,7
1,2015,4,1,2,6,82.5,3,3,1,1,1960,1,150,120,2,25500,0,3,1152.232958,6,10
1,2015,6,1,2,7,49.5,3,2,1,1,1959,1,166,60,1,26000,0,3,787.1020308,4,8
1,2016,2,3,2,7,33,3,1,1,1,1988,1,250,100,2,7000,0,3,806.4263288,4,5
1,2016,4,1,2,2,62.7,3,2,1,1,1980,1,300,120,1,50300,10000,4,968.5412918,2,6
1,2016,4,2,1,5,75.9,3,1,1,2,1979,4,510,300,2,28800,10000,4,440.7727154,2,3
1,2016,4,3,2,6,39.9,2,1,1,1,1972,2,100,150,1,9999999,9999999,4,681.1826879,6,2
1,2016,4,3,2,4,66,3,3,1,1,1964,1,200,100,2,5300,2000,3,1011.527888,2,3
1,2016,8,2,2,2,23.1,3,1,1,2,1989,1,200,100,3,13000,0,5,379.1606969,2,7
1,2017,1,2,2,2,82.5,3,2,1,2,1978,4,700,250,3,43500,0,4,817.7578686,7,3
1,2017,2,2,2,8,19.8,2,2,1,1,1958,1,150,100,2,4000,0,3,362.4153276,6,5
1,2017,2,2,2,8,42.9,3,2,1,1,1977,1,250,100,2,8500,0,3,724.3881107,2,4
1,2017,2,3,2,7,59.4,3,3,1,1,1974,1,550,200,2,2100,3000,3,849.5907722,2,3
1,2017,2,5,2,8,49.5,3,2,1,2,1970,2,80,100,1,0,0,3,1682.933417,3,2
1,2017,4,1,2,2,115.5,4,2,1,2,1978,4,460,200,2,69800,0,4,607.8174816,2,3
1,2017,6,2,2,8,39.6,3,2,1,1,1938,1,70,70,2,7000,0,1,381.3008098,6,3
1,2017,6,3,2,6,52.8,3,2,1,1,1968,4,200,100,2,3000,0,3,317.1087447,2,1
1,2018,10,7,2,9,13.2,2,2,1,1,1959,1,200,70,3,500,0,3,903.7291413,6,8
1,2018,2,2,2,7,42.9,3,1,1,1,1960,1,150,80,2,7500,0,3,366.0538004,4,2
1,2018,2,3,2,6,82.5,3,3,1,2,1965,3,240,200,3,9999999,10000,4,474.2098918,2,3
1,2018,2,3,2,9,39.6,3,3,2,1,1967,1,200,9999999,2,9999999,0,1,691.9295475,2,6
1,2018,2,3,2,7,39.6,2,2,1,1,1968,1,200,80,1,3500,0,3,712.260088,3,4
1,2018,2,3,2,2,16.5,3,2,1,1,1978,1,300,200,3,2000,0,4,632.2248398,1,6
1,2018,2,4,2,6,49.5,2,2,1,2,1970,3,182,150,2,1300,0,3,1614.777577,2,3
1,2018,3,2,2,6,33,3,2,2,1,1943,1,50,50,2,11000,0,1,316.7553286,8,6
1,2018,4,1,2,4,59.4,3,2,1,2,1978,2,330,200,3,30000,0,4,1933.762288,3,2
1,2018,4,1,2,1,59.4,4,1,1,2,1982,2,700,400,2,55000,23000,4,1836.845835,3,8
1,2018,4,2,2,1,94.7,3,3,1,2,1982,3,1800,400,3,9999999,0,4,593.992113,7,3
1,2018,4,3,2,1,36.6,3,2,1,1,1991,2,340,130,2,5700,0,3,674.2691539,2,5
1,2018,6,1,1,2,49.5,3,2,1,2,1972,2,480,250,3,9999999,12000,3,1320.97265,3,4
1,2018,6,1,2,5,58.7,3,2,1,1,1986,1,300,170,2,21000,5000,3,1463.773819,4,5
1,2018,6,2,2,8,39.6,2,2,1,1,1943,1,75,75,2,6000,0,1,381.3008098,6,3
1,2018,8,2,2,9,42.9,4,2,1,1,1986,1,250,100,2,6500,0,4,417.3336316,6,5
1,2018,8,3,1,5,36.3,4,3,1,1,1976,1,250,100,2,58000,0,5,474.9028311,2,10
1,2018,8,3,2,3,19.8,3,2,2,1,1988,1,300,200,2,2000,0,3,578.102887,2,3
1,2018,9,3,2,1,6.6,3,2,1,1,1969,1,180,80,3,350,0,2,299.31222,6,7
1,2019,1,2,1,3,132,4,3,1,2,1979,4,700,400,4,9999999,60000,5,520.3913709,8,10
1,2019,2,2,2,3,39.6,3,2,1,1,1991,1,220,150,3,8000,9000,4,1345.325463,2,3
1,2019,2,2,2,2,66,2,2,2,1,1977,3,460,250,2,23500,2000,4,525.2398101,3,7
1,2019,2,3,2,7,46.2,3,1,1,1,1974,4,500,200,2,6100,400,3,297.7681856,7,6
1,2019,2,3,2,7,59.4,3,2,1,1,1974,1,350,200,3,4000,0,4,849.5907722,2,3
1,2019,2,3,2,7,59.4,3,3,1,1,1980,3,310,200,3,2400,0,3,622.2063969,2,3
1,2019,3,1,1,8,99,3,2,1,2,1982,4,700,9999999,4,100000,0,4,654.614705,3,4
1,2019,4,1,1,1,112.2,3,2,1,1,1980,4,600,450,2,63000,17000,4,1264.485078,3,10
1,2019,4,1,2,1,85.8,3,2,1,1,1985,1,500,500,1,85000,34000,4,1145.549201,6,7
1,2019,4,2,2,3,82.5,3,1,1,1,1978,2,500,200,2,16000,10000,4,595.6567348,2,3
1,2019,4,3,2,6,75.9,3,3,1,2,1980,5,260,200,2,3000,6000,3,456.4891318,2,3
1,2019,4,3,2,6,42.9,3,1,1,1,1988,1,300,150,2,5500,0,4,863.3856936,7,3
1,2019,4,3,2,6,79.2,2,2,1,1,1972,3,300,250,2,2150,0,3,1254.147531,6,5
1,2019,4,3,2,1,36.6,2,1,1,2,1991,2,500,100,3,7200,3000,4,674.2691539,2,3
1,2019,6,2,2,5,82.5,4,1,1,2,1954,2,180,120,2,10300,3000,2,262.8445795,2,3
1,2019,6,2,2,9,39.6,3,2,1,1,1942,1,114,57,2,9999999,0,1,385.1288836,6,4
1,2019,6,2,2,9,36.3,2,3,1,1,1981,1,200,130,3,5150,0,3,1723.275096,2,1
1,2019,6,3,2,8,33,2,2,2,1,1967,1,180,150,2,1000,0,3,970.9685005,6,2
1,2019,8,7,2,5,33,3,2,2,1,1931,1,130,100,3,1500,0,2,638.3655897,2,1
1,2020,2,2,2,1,49.5,3,1,1,1,1987,1,300,50,2,7900,5000,3,1345.325463,2,7
1,2020,2,3,2,1,9999999,3,3,2,1,1984,1,300,150,2,1300,0,3,1393.295073,2,6
1,2020,3,3,1,3,49.5,3,1,1,2,1983,3,210,9999999,3,43000,9999999,4,843.7064001,7,3
1,2020,4,1,2,3,82.5,4,2,1,1,1988,3,500,250,2,32600,12000,3,762.4659809,3,8
1,2020,4,2,2,2,59.4,3,2,2,2,1958,1,200,80,2,23000,0,3,306.7712413,3,2
1,2020,4,3,2,8,49.5,3,3,1,1,1970,3,300,200,2,1400,0,3,740.8026817,2,3
1,2020,6,1,2,5,59.4,2,2,1,1,1976,1,350,200,2,8300,0,4,845.7607041,3,2
1,2020,6,2,2,5,52.5,3,2,1,1,1981,2,330,150,2,8900,0,4,435.8351736,2,5
1,2020,6,3,2,5,99,3,3,1,1,1966,2,30,100,1,4200,0,3,511.4376715,2,3
1,2020,8,3,2,1,26.4,3,1,2,1,1992,1,300,250,1,200,0,3,1388.265479,1,2
1,2020,8,3,2,5,33,3,2,2,1,1937,1,130,100,2,500,0,2,316.8203311,1,2
1,2011,4,1,2,4,85.8,4,2,1,1,1977,4,300,300,2,25500,3000,4,1430.941018,5,3
1,2012,4,3,2,3,42.9,3,3,1,1,1979,1,200,120,4,3700,0,4,754.4631323,3,5
1,2012,4,3,2,3,36.3,2,2,1,1,1969,3,225,150,1,3000,1000,3,740.8026817,7,6
1,2013,3,3,2,8,66,2,1,1,1,1965,2,180,150,2,1000,2000,3,586.8110405,1,6
1,2013,4,1,2,8,42.9,2,2,1,1,1952,1,165,70,3,10600,500,3,1152.232958,3,5
1,2016,2,2,2,4,46.2,3,2,1,1,1993,1,300,150,1,12000,0,4,1764.646965,3,7
1,2016,4,1,2,2,62.7,3,2,1,2,1968,1,500,200,2,45000,10000,3,919.5380331,2,3
1,2016,4,2,2,4,99,3,2,2,1,1958,2,480,270,2,24000,3000,3,312.1995618,2,5
1,2016,4,2,2,3,60.1,3,2,1,2,1987,4,350,250,2,34000,0,3,287.072561,3,2
1,2017,1,2,2,6,56.1,3,1,2,1,1973,2,110,110,2,8500,1000,3,876.0458951,7,8
1,2017,3,3,2,4,79.2,4,2,1,2,1979,4,370,250,2,12300,0,4,242.5781989,2,3
1,2017,4,1,2,7,134.6,1,3,2,2,1979,4,850,450,2,65000,20000,4,742.9620337,3,10
1,2017,4,1,2,2,84.8,3,2,1,1,1983,4,400,300,2,9999999,12000,4,632.6360214,5,6
1,2017,6,1,2,2,56.1,3,2,1,1,1980,3,400,250,1,23200,12000,4,848.8752666,3,10
1,2017,8,3,2,3,23.1,2,3,1,1,1988,1,150,120,2,500,300,4,505.4102451,2,6
1,2018,3,2,2,2,56.1,3,2,1,1,1983,1,300,130,1,13189,0,4,549.3946585,5,6
1,2018,4,1,2,8,39.6,2,2,1,1,1971,1,300,80,3,13000,3000,3,1123.99177,2,7
1,2018,4,2,2,7,84.5,3,1,1,2,1983,4,750,300,3,59000,50000,4,475.6105393,3,10
1,2018,4,2,2,6,59.4,3,3,1,2,1987,3,9999999,100,3,35000,0,4,763.1744229,3,10
1,2018,4,2,2,1,82.5,4,2,1,2,1981,3,0,200,2,42000,2000,4,533.5154102,6,4
1,2018,5,3,2,8,42.9,2,3,1,1,1953,1,65,65,2,500,500,3,107.2868025,6,4
1,2018,6,1,2,5,59.4,2,1,1,1,1978,3,410,200,2,18000,0,3,906.6263338,4,6
1,2018,8,3,2,3,33,3,2,1,1,1971,1,250,120,2,2840,0,3,277.248449,5,6
1,2019,1,3,2,9,49.5,3,2,2,2,1967,1,250,100,2,2500,0,3,755.8219899,1,2
1,2019,2,2,2,1,39.6,3,2,2,1,1992,1,400,150,2,8500,5000,4,2117.576358,2,3
1,2019,8,2,2,5,29.7,4,1,1,2,1992,1,350,150,3,23000,15000,4,969.8138801,2,3
1,2019,8,3,2,1,29.7,3,2,1,1,1992,1,350,200,2,300,0,4,1388.265479,1,3
1,2019,8,3,2,6,56.1,4,3,1,1,1967,1,300,200,4,500,0,3,379.9625704,3,7
1,2019,8,3,2,5,26.4,3,2,1,2,1982,1,250,150,1,7000,0,4,505.4102451,5,3
1,2020,4,1,2,1,112.2,3,1,1,2,1988,3,500,300,3,9999999,0,3,838.9545463,3,8
1,2020,6,2,2,9,46.2,3,3,1,1,1980,4,9999999,200,3,9999999,4900,4,608.0713234,2,8
1,2012,2,2,2,4,39.6,2,2,1,1,1958,1,180,150,2,13000,4000,3,632.4458149,2,3
1,2012,2,3,1,8,59.4,4,2,1,2,1984,3,310,200,2,25200,8000,4,304.2979677,3,10
1,2012,2,3,2,6,92.4,3,2,1,2,1943,6,630,300,1,5000,0,2,153.1991949,2,3
1,2012,4,1,2,7,59.4,3,2,1,2,1963,2,300,250,2,35000,5000,3,953.2340144,3,2
1,2012,4,1,2,3,85.1,3,3,1,1,1959,1,170,120,3,55070,3030,3,1152.232958,4,3
1,2012,4,3,2,3,39.6,3,2,1,1,1955,2,130,100,1,1800,3000,2,346.4065949,1,6
1,2012,4,3,2,3,42.9,3,1,2,1,1980,2,280,220,3,3900,0,3,639.8444715,3,4
1,2012,5,1,2,8,53.5,3,2,1,1,1983,2,300,100,3,9999999,0,4,250.2605035,6,5
1,2012,6,1,2,8,52.8,2,2,1,1,1955,1,180,120,1,32000,0,3,688.129119,4,6
1,2012,9,4,2,6,5,3,2,2,1,1973,1,130,50,3,500,4000,3,775.6076495,6,1
1,2013,4,1,2,4,82.5,3,2,1,1,1942,1,50,120,2,25000,0,2,393.9165969,6,3
1,2013,4,3,2,3,46.9,3,2,1,1,1971,4,230,230,1,12500,0,3,478.5571449,6,10
1,2014,2,2,2,5,79.2,3,2,1,2,1965,2,350,150,2,15000,0,3,1007.714882,2,3
1,2014,2,3,2,7,39.6,3,1,2,1,1984,3,210,200,2,6000,0,4,608.0221942,2,6
1,2014,8,1,2,3,59.4,4,1,1,2,1988,4,700,300,2,18000,7000,4,414.3844622,3,10
1,2015,4,2,2,5,59.4,3,2,1,1,1982,3,400,200,3,32000,0,4,809.8654956,3,10
1,2016,2,2,2,5,26.4,3,2,1,1,1954,1,280,150,2,2800,0,3,225.0907927,3,2
1,2016,4,3,2,2,39.6,3,2,1,1,1953,1,100,100,2,4000,0,3,459.3980843,5,6
1,2016,8,2,2,5,26.4,3,2,1,1,1984,1,330,220,2,14500,0,4,488.0095288,3,6
1,2017,2,2,1,4,39.6,3,1,1,2,1989,1,280,180,2,25300,0,4,478.8084098,3,5
1,2017,4,2,2,2,51.8,4,2,1,2,1986,1,400,200,3,37000,20000,4,757.8729801,3,7
1,2017,5,2,2,7,36.3,3,3,2,1,1973,2,210,200,2,10210,9000,3,354.776659,2,6
1,2017,6,2,2,5,62.7,3,2,1,1,1983,4,500,300,3,14500,4000,4,761.959055,2,7
1,2017,8,3,2,4,39.6,4,3,1,1,1990,1,250,150,2,1500,0,3,313.9028182,1,2
1,2018,2,2,2,6,82.5,2,1,2,1,1961,4,690,350,1,19000,0,3,189.531045,3,6
1,2018,2,3,2,9,66,2,1,1,1,1970,4,300,300,2,1000,0,2,434.2270986,1,2
1,2018,2,3,2,8,72.6,3,2,2,2,1983,4,200,50,2,6000,1000,3,491.635248,2,3
1,2018,4,1,1,6,89.1,4,2,1,2,1978,3,760,300,2,57700,13000,4,429.7760012,3,10
1,2018,4,1,1,1,102.3,4,2,1,2,1973,4,780,350,3,82500,11000,4,618.0406459,3,8
1,2018,4,3,2,3,52.8,3,2,2,1,1983,3,300,200,2,8500,2000,4,1348.112927,2,5
1,2018,4,3,2,1,77.9,3,2,2,1,1979,1,250,100,3,18000,11000,4,739.6380536,1,3
1,2019,2,2,2,4,19.8,3,2,2,1,1966,1,150,100,3,3200,0,3,1188.232079,6,5
1,2019,2,2,2,4,19.8,2,2,1,1,1969,2,250,130,3,3100,0,4,1007.714882,6,5
1,2019,2,3,2,5,59.4,3,3,1,1,1986,1,300,80,3,2000,0,4,679.5934755,2,5
1,2019,2,3,2,7,23.1,3,2,1,1,1956,1,70,70,2,300,0,1,344.6418193,6,10
1,2019,4,1,2,1,62,3,2,1,2,1984,4,710,200,3,115000,10000,4,694.6530263,3,7
1,2019,4,3,2,1,36.3,3,2,1,1,1985,2,450,220,3,11000,8000,4,644.5855983,5,3
1,2019,5,2,2,8,39.6,2,2,1,1,1961,2,150,100,1,11000,7000,4,117.5094996,2,6
1,2019,6,1,2,2,67.3,4,2,1,2,1943,1,9999999,80,1,32000,0,1,442.5713828,3,10
1,2019,6,2,2,2,26.4,3,2,2,1,1988,1,250,70,3,8000,0,3,1531.636878,7,6
1,2019,9,4,2,9,6.6,3,2,1,1,1975,1,200,80,2,500,0,3,778.4096089,6,7
1,2020,4,1,2,5,122.1,3,2,1,2,1981,4,370,250,1,41000,7000,4,1300.855471,3,10
1,2020,4,1,2,4,82.5,4,1,1,2,1984,3,460,350,2,75700,20000,4,461.9764172,2,3
1,2020,4,1,1,2,85.8,3,2,1,2,1961,1,400,100,2,76000,0,3,1152.232958,3,10
1,2020,8,3,2,2,49.5,3,2,2,1,1979,1,300,200,1,800,0,4,292.0233435,7,6
1,2013,2,3,2,8,59.4,1,2,1,1,1981,2,100,100,1,16000,0,5,327.8182447,2,1
